"pages","dividbrid65273662precedingsiblingtext1precedingsiblingprecedingsiblingprecedingsiblinga1textselftext","","","","figureidattachment106577precedingsiblingblockquote1p1textselftext","","dividbrid65273662precedingsiblingtext1precedingsiblingprecedingsiblingprecedingsiblinga1text1selftext","","","","","","figureidattachment106577precedingsiblingstrong1textselftext","","","","","","figureidattachment106577precedingsiblingtextselftext","","","","","","","dividbrid65273662precedingsiblingtext1p1textselftext","","","","","figureidattachment106577precedingsiblingprecedingsiblingprecedingsiblingtextselftext","",""
"57.html","ha incontrato gli stakeholders della pesca sul Lago di Como","","Erba (M5S): ?Lavarello  vittima dei cambiamenti climatici e del lago troppo basso?","Orsenigo (Pd) furioso dopo il tavolo tecnico: ?Ignorate le forze di minoranza?","?La crisi dei coregoni � partita nel 2012 quando a causa dell?oscillazione del livello del lago le uova sono rimaste scoperte e l?80% di esse � morto ? ha spiegato",", biologo ed esperto conoscitore del Lario ? Da quel momento il numero di uova deposte e quindi di pesci nel lago non poteva pi� rispondere al prelievo di pesca?. Un prelievo che sul Lario � molto vicino alla soglia limite di sostenibilit�.","ha incontrato gli stakeholders della pesca sul Lago di Como","","Leggi anche:","La grande festa di Intercultura","Erba (M5S): ?Lavarello  vittima dei cambiamenti climatici e del lago troppo basso?","Orsenigo (Pd) furioso dopo il tavolo tecnico: ?Ignorate le forze di minoranza?","L?assessore all?Agricoltura, Alimentazione e Sistemi verdi di Regione Lombardia,",", questa mattina a Como",". Ormai da diversi anni infatti � forte la crisi del Lavarello, specie tipica del Lario, che sta mettendo in difficolt� i pescatori.","L?assessore Rolfi, insieme al presidente del consiglio regionale","e al Sottosegretario",", ha incontrato i rappresentanti dei pescatori professionisti e dei pescatori sportivi ma anche i rappresentanti dell?ittiturismo nonch� gli esperti dell?ambiente lacuale e della sua fauna.","L?assessore all?Agricoltura, Alimentazione e Sistemi verdi di Regione Lombardia,",", questa mattina a Como",". Ormai da diversi anni infatti � forte la crisi del Lavarello, specie tipica del Lario, che sta mettendo in difficolt� i pescatori.","Crisi del Lavarello: le cause","L?assessore Rolfi, insieme al presidente del consiglio regionale","e al Sottosegretario",", ha incontrato i rappresentanti dei pescatori professionisti e dei pescatori sportivi ma anche i rappresentanti dell?ittiturismo nonch� gli esperti dell?ambiente lacuale e della sua fauna.","L?assessore all?Agricoltura, Alimentazione e Sistemi verdi di Regione Lombardia,",", questa mattina a Como",". Ormai da diversi anni infatti � forte la crisi del Lavarello, specie tipica del Lario, che sta mettendo in difficolt� i pescatori.","?La crisi dei coregoni � partita nel 2012 quando a causa dell?oscillazione del livello del lago le uova sono rimaste scoperte e l?80% di esse � morto ? ha spiegato",", biologo ed esperto conoscitore del Lario ? Da quel momento il numero di uova deposte e quindi di pesci nel lago non poteva pi� rispondere al prelievo di pesca?. Un prelievo che sul Lario � molto vicino alla soglia limite di sostenibilit�.","L?assessore all?Agricoltura, Alimentazione e Sistemi verdi di Regione Lombardia,",", questa mattina a Como",". Ormai da diversi anni infatti � forte la crisi del Lavarello, specie tipica del Lario, che sta mettendo in difficolt� i pescatori."
