"pages","spanidmore309447followingsiblingtext1textselftext","","dividfbrootaside1section1div1textselftext","","","","dividcookienoticeprecedingsiblingp1textselftext",""
"12.html","Un ciclista � stato investito sulla strada tra Agliano e Costigliole d?Asti. E? intervenuto anche l?elisoccorso, ma per il ciclista non c?� stata nulla da fare. E? deceduto per le ferite riportate durante l?incidente.","Il ciclista investito era Marcello Musso di 67 anni che faceva parte della procura di Milano in cui si era occupato di processi per mafia che vedevano imputato Tot� Riina e del processo a Martina Levato e Alexander Boettcher, la cosiddetta coppia dell?acido. Musso era in vacanza ad Agliano, nell?astigiano, dove viveva la madre.","Vi � piaciuto questo articolo ?",". Potete anche essere aggiornati in tempo reale attraverso","Se vi piace il nostro lavoro e volete continuare ad essere aggiornati su tutto quello che succede in Piemonte, seguiteci sui social network.","e cliccate su",": il sito di informazione pi� letto del Piemonte: tempestivo indipendente, autorevole, social.","."
