"pages","articleidpost114034footer1div1precedingsiblingp1textselftext","","","aidcookieactioncloseheaderprecedingsiblingprecedingsiblingprecedingsiblingtextselftext","","","aidcookieactioncloseheaderprecedingsiblingprecedingsiblingprecedingsiblingfollowingsiblingtext1selftext","","dividligatusalkaleaedizioniligurianotiziesmartboxp1textfollowingsiblingtext1selftext",""
"66.html","Gli agenti del corpo dei Vigili del fuoco sono intervenuti poco dopo le ore 18, nella giornata di ieri, a Fabriano in via Gentile da Fabriano per un incendio appartamento al primo piano.","La squadra dei Vigili del fuoco � giunta rapidamente sul posto ed � entrata usando la scala italiana spegnendo subito le fiamme con acqua nebulizzata. Trattandosi di un palazzo storico si stanno facendo tutti i controlli alle strutture portanti per verificare che non ci siano stati danni strutturali che rendano non sicuro lo stabile..","Non si segnalano fortunatamente persone coinvolte n� ferite ma solo paura per gli abitanti della zona rassicurati dal pronto intervento dei Vigili del fuoco. Ancora poco chiaro cosa abbia scatenato le fiamme.","Questo sito si avvale di cookie necessari al funzionamento ed utili alle finalit� illustrate nella cookie policy. Se vuoi saperne di pi� consulta la",".","Effettuando un?azione di scroll o cliccando su "Accetto" presti il consenso all'uso di tutti i cookie:",".","Effettuando un?azione di scroll o cliccando su "Accetto" presti il consenso all'uso di tutti i cookie:","La squadra dei Vigili del fuoco � giunta rapidamente sul posto ed � entrata usando la scala italiana spegnendo subito le fiamme con acqua nebulizzata. Trattandosi di un palazzo storico si stanno facendo tutti i controlli alle strutture portanti per verificare che non ci siano stati danni strutturali che rendano non sicuro lo stabile..","Non si segnalano fortunatamente persone coinvolte n� ferite ma solo paura per gli abitanti della zona rassicurati dal pronto intervento dei Vigili del fuoco. Ancora poco chiaro cosa abbia scatenato le fiamme."
