"pages","dividsharesocialartlst12093072precedingsiblingprecedingsiblingtext1selftext","","dividsharesocialartlst12093054precedingsiblingprecedingsiblingtext1selftext","","dividsharesocialartlst12093060precedingsiblingprecedingsiblingtext1selftext","","dividsharesocialartlst12092980precedingsiblingdiv1p1textselftext","","dividsharesocialartlst12092766precedingsiblingtext1selftext","","dividsharesocialartlst12092716precedingsiblingtext1selftext","","dividsharesocialartlst12093123precedingsiblingdiv1p1textselftext","","dividsharesocialartlst12093064precedingsiblingprecedingsiblingtext1selftext",""
"8.html","I docenti delle Gae: �Precari storici posizione sanata soltanto in parte�","Letto il comunicato stampa dell?assessore Vettorato, il coordinamento dei docenti delle Gae di Bolzano osserva quanto segue","Piante di canapa sulla passeggiata sopra Bolzano, minorenne denunciato","Il Corpo forestale ha sequestrato stupefacente per un valore stimato di 4-5.000 euro","I passi dolomitici "sorvegliati" da 24 telecamere","Convenzione tra le province di Trento e Bolzano per la mobilit� sostenibile","Massiccio intervento dei vigili del fuoco.",".","Selva di Val Gardena, incendio nella lavanderia dell'albergo","Allarme stamane al Gran Hotel Alpenroyal. Danni contenuti grazie all'intervento dei vigili del fuoco","Bolzano, ruba merce per 750 euro al Twenty ma viene arrestato","Alle Sorelle Ramonda l'uomo aveva staccato a forza le placche antitaccheggio danneggiando anche alcuni capi. Raffica di furti sabato nello stesso centro commerciale","L'edificio al numero 105 invaso da un fumo acre e denso.",".","Egna, finisce con l'auto contro una moto e fugge, arrestato","L'uomo si � anche chiuso in macchina per sottrarsi all'identificazione e ha poi aggredito i carabinieri"
