"pages","dividiqithtmlandbannersblock1div1br1textselftext","","","spanidiqitcomparenbspan1textselftext","","spanidiqitwishlistnbtextselftext","","dividgdprconsent17text1selftext","","","dividdivboxbanner1precedingsiblingstrong1precedingsiblingtext1selftext","","","","dividdivdpanordiv1strong1textselftext",""
"31.html","you can configure this block in","module. It is hooked in displayRightColumnProduct hook.","To disable entire area go to iqitthemeeditor module > Content/Pages > Product page and set hidden for Right sidebar option","Compare (",")","Wishlist (",")","Sign up to newsletter","Enim quis fugiat consequat elit minim nisi eu occaecat occaecat deserunt aliquip nisi ex deserunt.","Enim quis fugiat consequat elit minim nisi eu occaecat occaecat deserunt aliquip nisi ex deserunt.","PC Desktop","- Barebone","PC assemblato dotato di processore Intel","PC desktop semi assemblato computer fisso personal computer personalizzato","equipaggiato con","prodotte dai migliori produttori mondiali di hardware per PC assemblati desktop da tavolo"
