"pages","dividgdprconsent17text1selftext","","","dividdivdpanordiv1strong1textselftext","","spanidiqitwishlistnbtextselftext","","dividdivboxbanner1precedingsiblingstrong1precedingsiblingtext1selftext","","","","spanidiqitcomparenbspan1textselftext","","dividiqithtmlandbannersblock1div1br1textselftext","",""
"100.html","Sign up to newsletter","Enim quis fugiat consequat elit minim nisi eu occaecat occaecat deserunt aliquip nisi ex deserunt.","Enim quis fugiat consequat elit minim nisi eu occaecat occaecat deserunt aliquip nisi ex deserunt.","equipaggiato con","prodotte dai migliori produttori mondiali di hardware per PC assemblati desktop da tavolo","Wishlist (",")","PC Desktop","- Completo","PC assemblato dotato di processore Intel","PC desktop assemblato completo computer fisso personal computer personalizzato","Compare (",")","you can configure this block in","module. It is hooked in displayRightColumnProduct hook.","To disable entire area go to iqitthemeeditor module > Content/Pages > Product page and set hidden for Right sidebar option"
