"pages","dividctl00ctl00ceditpanel1updiv1div1p1span1img1precedingsiblingtextselftext","","dividctl00ctl00ceditpanel1updiv1div1p1span1img1precedingsiblingfollowingsiblingtext1selftext","","dividctl00ctl00ceditpanel1updiv1div1div1br1precedingsiblingtextselftext",""
"2.html","LIBRACCIO.it","di","� un'iniziativa","e","Internet Bookshop Italia s.r.l. a Socio Unico, Societ� soggetta a direzione e coordinamento da parte di EFFE 2005 Gruppo Feltrinelli S.p.A.","Sede Legale Via Giuseppe Verdi n.8 20090 Assago MI - Reg. Imprese di Milano 12252360156 - R.E.A. Milano 1542508 - P.IVA 12252360156 - Capitale sociale ? 1.054.852 i.v."
