"pages","dividdpspcontentbottomprecedingsiblingprecedingsiblingtextselftext","","",""
"31.html","Condividi subito","","Domenica alle ore 18 a Savoia di Lucania, in occasione dei 40 anni di affiliazione alla LND-FIGC Comitato Regionale di Basilicata, si terr� la festa organizzata dalla squadra locale. Una giornata identitaria e di unione per un?intera comunit� che da quattro decenni orgogliosamente si riconosce nella propria squadra di calcio. In quarant?anni il","ha militato dalla Terza Categoria alla Promozione, ed � uno dei sodalizi sportivi pi� longevi della Basilicata."
