"pages","dividdpspcontentbottomh51precedingsiblingtextselftext","","","","","","","","","figureidattachment12471precedingsiblingtextselftext","","dividdpspcontenttopprecedingsiblingprecedingsiblingtext1selftext","","figureidattachment12471precedingsiblingtext1selftext","","","","",""
"65.html","Condividi subito","Di seguito riportiamo integralmente la nota stampa del gi� Sindaco di Maratea Domenico Cipolla su impianto depurazione di Fiumicello in Maratea.","?In un momento molto delicato per la nostra comunit�, in cui occorrerebbe solo essere uniti a tutela dell?immagine di Maratea ed a sostegno degli operatori turistici cos� gravemente danneggiati dagli eventi causati dall?impianto di depurazione, mi vedo costretto ad intervenire per porre fine alla ridda di voci pretestuose e prive di ogni logica.","Premesso che eventuali responsabilit�, penali e civili, saranno accertate dalla magistratura che ha sempre tenuto sotto controllo ci� che accadeva nell?impianto di depurazione di Ogliastro ed a cui anche il Sindaco Stoppelli si � rivolto immediatamente, occorre fare delle precisazioni.","Tutte le amministrazioni che si sono succedute alla guida di Maratea hanno sempre prestato la massima attenzione rispetto al buon funzionamento di quell?impianto, interamente di competenza ed a carico di Acquedotto Lucano SpA, che per� ormai � vetusto e presenta dei costi di gestione altissimi. Ad AQL ? in qualit� di ente gestore ? con D.G.R. n. 2492 del 23.12.2002 fu accordato un finanziamento di ? 6.197.482,78 per l?adeguamento della rete fognaria comunale e nel 2011 fu presentato il relativo progetto che, tra le altre cose, prevede la sostituzione delle due condotte di Ogliastro, la principale di mt 700 e la secondaria di mt 200, con una sola condotta pi� adeguata alla portata massima necessaria nei periodi critici, oltre che vari interventi di ammodernamento sull?intero territorio comunale e dell?impianto di depurazione di loc. Ogliastro.","Purtroppo, per le vicissitudini legate alla realizzazione dell?opera di presa della centrale idroelettrica di Fiumicello, ? nel frattempo intervenuta ? si rese necessario delocalizzare l?impianto di sollevamento previsto al bivio Cesarino ed i lavori di adeguamento ebbero inizio solo nel 2016.","Questi lavori poi hanno subito delle lunghe battute di arresto a causa dei pagamenti all?impresa appaltatrice.","� superfluo evidenziare che il Comune di Maratea era ed � completamente estraneo rispetto a tali lavori, sotto ogni profilo, pur avendone costantemente monitorato e sollecitato i vari passaggi autorizzativi, trattandosi di un intervento a rilevanza strategica. Nel corso del mio mandato, costante � stata la pressione esercitata su Acquedotto Lucano (ed i relativi atti sono depositati in Comune) affinch� ? nelle more del suddetto intervento di adeguamento ? costantemente vigilasse sul rispetto dei parametri di legge ed intervenisse per manutenere ed, eventualmente, riparare le condotte, a mare ed alla radice sulla scogliera, che le mareggiate ciclicamente danneggiavano, proprio per evitare allarmismi e danni alla balneazione.","Infatti, sebbene dalle condotte esca acqua depurata, e ci� � sempre stato confermato dalle analisi effettuate mensilmente da ARPAB, il ribollire dell?acqua e/o un suo diverso colore nei punti di rottura avrebbe potuto ingenerare ingiustificati allarmismi tra la popolazione ed i turisti.","Condividi subito","Di seguito riportiamo integralmente la nota stampa del gi� Sindaco di Maratea Domenico Cipolla su impianto depurazione di Fiumicello in Maratea.","Blog","Ex Sindaco Domenico Cipolla interviene su impianto di depurazione in Maratea","Condividi subito","Facebook","Twitter","Google+","Pinterest","Di seguito riportiamo integralmente la nota stampa del gi� Sindaco di Maratea Domenico Cipolla su impianto depurazione di Fiumicello in Maratea."
