"pages","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtextselftext","","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingprecedingsiblingtext1selftext","","",""
"33.html","SAVONA Sar� Simona Sacone, a guidare Tpl Linea Savona affiancata per� da un Cda in cui c?� anche l?ex Sindaco e Senatore Franco Orsi.","Dopo le polemiche seguite nelle scorse settimane alla fine ha prevalso la linea di mediazione. fra il Presidente della Provincia Olivieri che aveva indicato Franco Orsi e il Comune di Savona che puntava su Simona Sacone.","SAVONA Sar� Simona Sacone, a guidare Tpl Linea Savona affiancata per� da un Cda in cui c?� anche l?ex Sindaco e Senatore Franco Orsi.","Dopo le polemiche seguite nelle scorse settimane alla fine ha prevalso la linea di mediazione. fra il Presidente della Provincia Olivieri che aveva indicato Franco Orsi e il Comune di Savona che puntava su Simona Sacone.","Alla fine, i soci dell?azienda di trasporto pubblico hanno scelto quest?ultima che per� sar� affiancata da un Cda composto da Giovanni Ferrari, Agnese Pellini, Paolo Golzio (Presidente di Gtt Torino) e dall?ex Sindaco di Albisola, ex Assessore Regionale e Senatore Franco Orsi come vicepresidente.","Sulla scelta si sono astenuti i Comuni di Loano, Calizzano, Dego, Calice, Rialto, Mallare, Cengio, Roccavignale e Bormida."
