"pages","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingprecedingsiblingtext1selftext","","","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingprecedingsiblingtextselftext",""
"68.html","Il Simbolo Cambiamo di Giovanni Toti","Il nuovo logo di ?Cambiamo?, il movimento politico fondato dal presidente della Regione Liguria Giovanni Toti dopo l?uscita da Forza Italia, avr� un fondo arancione, colore che da tempo � diventato simbolo delle liste civiche del centrodestra alle elezioni amministrative in Liguria.","Lo ha pubblicata lo stesso governatore sulla propria pagina Facebook.","Il nuovo logo di ?Cambiamo?, il movimento politico fondato dal presidente della Regione Liguria Giovanni Toti dopo l?uscita da Forza Italia, avr� un fondo arancione, colore che da tempo � diventato simbolo delle liste civiche del centrodestra alle elezioni amministrative in Liguria.","Lo ha pubblicata lo stesso governatore sulla propria pagina Facebook."
