"pages","articleidpost345298div1ul1header1div1precedingsiblingtext1selftext","","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingtextselftext","","","","","","",""
"51.html","Successo a Borghetto S.S. per ?80 voglia di Cinema e Dintorni?","Il patrimonio cinematografico di documenti e locandine della Famiglia Musso in mostra a Borghetto Santo Spirito nella Sala delle Esposizioni dei Giardini Marexiano","SAVONA. 15 AGOS. Sta ottenendo un notevole successo di pubblico ed ha anche suscitato un certo interesse della critica la ricca mostra dedicata al cinema degli Anni Ottanta in corso di svolgimento a Borghetto Santo Spirito. Si tratta di un appuntamento per gli amanti del cinema che hanno l?opportunit� di ammirare nella Sala delle Esposizioni del Giardino Marexiano la mostra ?80voglia di cinema e dintorni? dedicata alle locandine ed ai manifesti dei pi� bei film degli Anni Ottanta, a cura di Marco Tripodi, Enzo Torriano e Lorenzo Zucchetta.","Dopo la appassionante mostra dello scorso anno dedicata all? Albertone nazionale, il grande attore romano Alberto Sordi, alla Sala Congressi di Via Marexiano, fino al 15 settembre, � in programma questa stupenda mostra di manifesti, foto e locandine cinematografiche, messe a disposizione dalla benemerita famiglia Musso che gestisce il Cinema Arena Vittoria da 63 anni. La struttura, che � dotato di 600 posti (450 al coperto), � immersa in un?oasi di verde, un piccolo e suggestivo parco botanico, che presenta decine di specie di fiori e piante esotiche che il signor Umberto e la signora Renata, storici gestori, hanno sempre accudito con amore. L? inaugurazione � stata anche l? occasione per festeggiare i 65 anni dall? apertura della famosa Arena cerialese del cinema.","?L? evento ? ci ha spiegato l?assessore Mariacarla Calcaterra- � un omaggio ai pi� grandi e popolari produttori, attori, registi, artisti, disegnatori e grafici degli anni Ottanta. La mostra � per� anche un modo per ricordare quella filmografia italiana minore, i cosiddetti B movie, che invece oggi la critica sta rivalutando, come dimostra pure la loro costante programmazione televisiva e la numerosa pubblicistica critica e storiografica a loro direttamente o indirettamente dedicata. Un interesse dovuto sia alla bravura degli attori e dei registi, sia alle valide sceneggiature che incarnavano perfettamente vizi e virt� dell?italiano medio?.","L?iniziativa � stata curata dal gruppo degli Amici del Cinema di Borghetto che sostengono le attivit� della famiglia Musso, con la collaborazione e la presenza dei responsabili di Genova Liguria Film Commission, del sindaco Giancarlo Canepa, dell? assessore al Turismo ed alla cultura Maria Carla Calcaterra, il patrocinio del Comune di Borghetto Santo Spirito e del Forum culturale di Borghetto, tutti fortemente interessati a questa bella iniziativa culturale incentrata sulla Settima Arte.","?Per rappresentare al meglio gli anni Ottanta- ci hanno spiegato gli organizzatori- si � deciso di selezionare il materiale anche in base ai vari momenti cinematografici vissuti a Borghetto e pi� specificamente all? Arena Vittoria, il cinema all? aperto inaugurato nel 1954, che ha visto passare svariate generazioni di spettatori. Negli anni Ottanta il cinema era affollato da turisti e residenti, il pubblico era formato da persone di tutte le et�, venivano programmati film non solo di Cannes e degli Oscar, ma anche quelli dei grandi ed importanti registi che hanno fatto la storia del cinema italiano. In mostra si potranno trovare documenti, manifesti e locandine relative non solo a film d?autore, o super premiati, ma anche quelle dei film di cassetta, o di puro svago?.","Grande soddisfazione per questo evento di rilievo culturale nell? estate della Riviera di Ponente � stata espressa durante la cerimonia di inaugurazione dal sindaco Giancarlo Canepa: ?Si tratta di una mostra di notevole interesse, un evento culturale importante, una occasione per far conoscere, a chi ancora non li avesse visitati, la Sala Marexiano ed i Giardini. Il patrimonio di documenti e locandine dell? Archivio cinematografico di propriet� della famiglia Musso � considerevole. Tanto che stiamo pensando a come riuscire a trovare un sito adatto ad ospitarne una mostra permanente. Iniziativa che sarebbe una ultueriore occasione culturale e promozionale per il nostro Comune?.","L? ingresso alla mostra � libero. Questo � l? orario di apertura: tutte le sere dalle 21 alle 23 fino al 31 agosto. Nel mese di settembre invece l?apertura sar� fino al giorno domenica 15, dal venerd� alla domenica dalle ore 21 alle 23.","CLAUDIO ALMANZI"
