"pages","dividgallery1precedingsiblingstrong1precedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","","","","dividgallery1precedingsiblingprecedingsiblingtextselftext","","","","","","","","dividgallery1precedingsiblingstrong1precedingsiblingprecedingsiblingtext1selftext","","","","","","dividgallery1precedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","",""
"50.html","Ieri mattina, ad un anno dalla tragedia del crollo del Ponte Morandi, presso via del Campasso, a Genova, alle ore 8.00, gli artisti Nicola Soriani ed Enzo Dente hanno allestito l?installazione artistica ?Nessuno � Innocente?, per ricordare e commemorare le 43 vittime.","L?installazione contava anche le opere di altri artisti italiani, oltre a Soriani ed a Dente: Mauro Malafronte di Lavezzola, in provincia di Ravenna; Enrico Dalfiume di Bolzano, Antonella Turci di Forl� e Filippo Zoli di Faenza.","Inoltre, insieme a tali opere, era esposto anche un lavoro realizzato dai bambini del quartiere genovese di Sarzano.","Molti i visitatori dell?installazione: un vasto pubblico di tutte le et�, che si � dimostrato molto interessato, colpito e riflessivo, considerando le varie opere degli artisti come molto d?impatto e molto incisive e dal grande significato.","Durante la giornata, � stato possibile lasciare scritto un pensiero, per commemorare le 43 vittime.","Ieri mattina, ad un anno dalla tragedia del crollo del Ponte Morandi, presso via del Campasso, a Genova, alle ore 8.00, gli artisti Nicola Soriani ed Enzo Dente hanno allestito l?installazione artistica ?Nessuno � Innocente?, per ricordare e commemorare le 43 vittime.","L?installazione contava anche le opere di altri artisti italiani, oltre a Soriani ed a Dente: Mauro Malafronte di Lavezzola, in provincia di Ravenna; Enrico Dalfiume di Bolzano, Antonella Turci di Forl� e Filippo Zoli di Faenza.","Inoltre, insieme a tali opere, era esposto anche un lavoro realizzato dai bambini del quartiere genovese di Sarzano.","Molti i visitatori dell?installazione: un vasto pubblico di tutte le et�, che si � dimostrato molto interessato, colpito e riflessivo, considerando le varie opere degli artisti come molto d?impatto e molto incisive e dal grande significato.","Durante la giornata, � stato possibile lasciare scritto un pensiero, per commemorare le 43 vittime.","Nicola Soriani dichiara: ?Ci tengono a ringraziare tutti i visitatori, in particolare gli abitanti del quartiere del Campasso, per l?ospitalit�, per i caff�, la focaccia, le bevande e per la loro disponibilit�.","Li ringrazio per averci supportati ed esserci stati vicini. Spero che chi amministra la nostra citt� prenda a cuore le problematiche del quartiere e le risolva.","Torneremo??","Ieri mattina, ad un anno dalla tragedia del crollo del Ponte Morandi, presso via del Campasso, a Genova, alle ore 8.00, gli artisti Nicola Soriani ed Enzo Dente hanno allestito l?installazione artistica ?Nessuno � Innocente?, per ricordare e commemorare le 43 vittime.","L?installazione contava anche le opere di altri artisti italiani, oltre a Soriani ed a Dente: Mauro Malafronte di Lavezzola, in provincia di Ravenna; Enrico Dalfiume di Bolzano, Antonella Turci di Forl� e Filippo Zoli di Faenza.","Inoltre, insieme a tali opere, era esposto anche un lavoro realizzato dai bambini del quartiere genovese di Sarzano.","Molti i visitatori dell?installazione: un vasto pubblico di tutte le et�, che si � dimostrato molto interessato, colpito e riflessivo, considerando le varie opere degli artisti come molto d?impatto e molto incisive e dal grande significato.","Durante la giornata, � stato possibile lasciare scritto un pensiero, per commemorare le 43 vittime.","Nicola Soriani dichiara: ?Ci tengono a ringraziare tutti i visitatori, in particolare gli abitanti del quartiere del Campasso, per l?ospitalit�, per i caff�, la focaccia, le bevande e per la loro disponibilit�.","Ieri mattina, ad un anno dalla tragedia del crollo del Ponte Morandi, presso via del Campasso, a Genova, alle ore 8.00, gli artisti Nicola Soriani ed Enzo Dente hanno allestito l?installazione artistica ?Nessuno � Innocente?, per ricordare e commemorare le 43 vittime.","L?installazione contava anche le opere di altri artisti italiani, oltre a Soriani ed a Dente: Mauro Malafronte di Lavezzola, in provincia di Ravenna; Enrico Dalfiume di Bolzano, Antonella Turci di Forl� e Filippo Zoli di Faenza.","Inoltre, insieme a tali opere, era esposto anche un lavoro realizzato dai bambini del quartiere genovese di Sarzano.","Molti i visitatori dell?installazione: un vasto pubblico di tutte le et�, che si � dimostrato molto interessato, colpito e riflessivo, considerando le varie opere degli artisti come molto d?impatto e molto incisive e dal grande significato."
