"pages","dividligatusalkaleaedizioniligurianotiziesmartboxprecedingsiblingprecedingsiblingtextselftext","","","","","","","","","","","","","","","",""
"52.html","GENOVA Oggi grande giornata per i festeggiamenti del 15 agosto a Sori, appena a levante di Genova, per la celebrazione della patrona della cittadina rivierasca Nostra Signora delle Grazie.","Con la sparata dei fuochi ?mascoli? (piccoli e potenti ?mortai? riempiti di polvere pirica) alle ore 12 inizia la giornata di festa piu? attesa per Sori, e non solo, che culminer� con i fuochi d?artificio a tarda sera. Di seguito il programma e gli orari dei treni.","Alle 21:00 si reciter� la preghiera del Vespro e dopo la solenne processione con i volontari che portano a spalla la statua della santa patrona.","Alle 22:30 una nuova sparata di antichi mortaretti liguri posti lungo tutto il greto del torrente che attraversa la cittadina saluter� la processione della Nostra Signora delle Grazie.","Alle 23:30, con la collaborazione del Comune di Sori, il quartiere di Forlandoli presenter� l?atteso spettacolo pirotecnico a cura della rinomata ?Pirotecnica del Tigullio?.","Apertura stand gastronomici e ampio mercatino all?aperto.","Treni straordinari ed una navetta dal vicino Comune di Pieve Ligure agevoleranno gli arrivi e partenze da Sori.","Da sempre la data del 15 di agosto � nel cuore di Sori e dei soresi, ma dall?anno scorso questa data � preceduta da un?altra che impone silenzio e riflessione: alle 11.36 di ieri, 14 agosto, uno squillo di tromba dal ponte di Via Garibaldi ha squarciato il silenzio che Sori ed i soresi hanno rispettato per ricordare la tragedia del crollo Morandi che ha colpito Genova, i genovesi e l?Italia intera.","Il doveroso ricordo delle 43 vittime che il Comune ha voluto riproporre anche qui.","Navette da Pieve Ligure:","nel pomeriggio del giorno 15 agosto, a partire dalle 14, il servizio sar� attivo dalla stazione di Pieve ligure.","I treni in variazione nella notte del 15 agosto:","Da Genova per Sestri Levante/La spezia","R 11379   Ge.Brignole 23:00 ? La Spezia C.le 0:48 il giorno 15 agosto circola come R 24493 e ferma anche a Sori (p. 23:22). Anticipa l?orario a: Ge. Brignole (p. 22:59), Ge. Sturla (p. 23:04), Ge. Quarto (p. 23:07), Ge. Quinto (p. 23:11) e Ge. Nervi (p. 23:15); Modifica l?orario a: Recco (p. 23:29), Camogli (p. 23:33), S. Margherita (p. 23:38), Rapallo (p. 23:42), Chiavari (p. 23:50) e Lavagna (p. 23:54). Invariate restanti fermate ed orari. R 11285 GE.Brignole 23:21 Sestri Levante 0:36 cancellato nella notte 15/16 agosto. R 33087 Ge Brignole 0:16 La Spezia C.le 2:25","Nuovo treno. Si effettua nella notte 15/16 agosto. Ferma a: Ge. Sturla (p. 0:21), Ge. Quarto (p. 0:24), Ge. Quinto (p. 0:28), Ge. Nervi (p. 0:31), Bogliasco (p. 0:35), Pontetto (p. 0:38), Pieve Ligure (p. 0:41), Sori (0:44), Recco (p. 0:54), Camogli (p. 0:58), S. Margherita (p. 1:03), Rapallo (p. 1:07), Zoagli (p. 1:12), Chiavari (p. 1:17), Lavagna (p. 1:21), Cavi (p. 1:25), Sestri Levante (p. 1:30), Riva Trigoso (p. 1:34), Moneglia (p. 1:40), Deiva Marina (p. 1:44), Framura (p. 1:48), Bonassola (p. 1:53), Levanto (p. 1:57), Monterosso (p. 2:02), Vernazza (p. 2:06), Corniglia (p. 2:11), Manarola (p. 2:15), Riomaggiore (p. 2:18).","Da La Spezia per Genova","R 24536 La Spezia C.le 21:45  Ge Brignole 23:09 il giorno 15 agosto circola come R 24494 e ferma anche a Sori (p. 22:55). Modifica l?orario a: Ge. Nervi (p. 23:02). Invariate restanti fermate ed orari."
