"pages","aidtv72743precedingsiblingtext1selftext","","","aidtv54897precedingsiblingtext1selftext","","","aidtv72792precedingsiblingtext1selftext","","","aidtv71744precedingsiblingtext1selftext","","","aidtv72548precedingsiblingtext1selftext","","","aidtv72749precedingsiblingtext1selftext","","","aidtv66190precedingsiblingtext1selftext","","","aidtv49128precedingsiblingtext1selftext","","","aidtv58347precedingsiblingtext1selftext","","","aidtv71722precedingsiblingtext1selftext","","","aidtv27653precedingsiblingtext1selftext","","","aidtv27628precedingsiblingtext1selftext","","","aidtv71763precedingsiblingtext1selftext","","","aidtv71716precedingsiblingtext1selftext","","","aidtv44461precedingsiblingtext1selftext","","","aidtv30072precedingsiblingtext1selftext","","","aidtv16972precedingsiblingtext1selftext","","","aidtv72977precedingsiblingtext1selftext","","","dividcookienoticep1textselftext",""
"2.html","Burden of Truth","January 10, 2018","A big city lawyer returns to her hometown to take the case of a group of girls suffering from a mysterious illness.","Love Is___","June 19, 2018","Follow a young black couple in 1990s Los Angeles, two people from opposite worlds, as they go through the trials and tribulations of chasing their dreams and learning how to follow their hearts. Nuri is bubbly and?","Safe","May 10, 2018","After his daughter goes missing, a widower begins uncovering the dark secrets of the people closest to him.","Champions","March 8, 2018","Vince, a charismatic gym owner with no ambition lives with his younger brother Michael, a gorgeous idiot. Their simple life of women and working out is put on hold when the teenage son of Vince is dropped off on?","Are You Human?","June 4, 2018","Nam Shin is a son from a family who runs a large company. After an unexpected accident, he falls into a coma. His mother Oh Ro-Ra is an authority on brain science and artificial intelligence. She creates an android?","Hard Sun","January 6, 2018","Two detectives with opposing viewpoints are partnered together five years before the Apocalypse.","Marvel's Cloak & Dagger","June 7, 2018","Two teenagers from very different backgrounds awaken to newly acquired superpowers which mysteriously link them to one another.","O Ses T�rkiye","October 6, 2018","O Ses T�rkiye is a Turkish reality singing competition and local version of The Voice first broadcast as The Voice of Holland. It started on October 10, 2011. Its first season was held in February 19, 2012 on Show?","Diablo Guardi�n","May 3, 2018","The story of Violetta, a young woman who flees her native Mexico to start anew in New York City. But instead of a living a dream, Violetta is awoken to a harsh reality when she runs out of money, sending her into?","Deception","March 11, 2018","Cameron Black is the world's greatest illusionist. At least, that's what people used to call him - before his greatest secret was exposed and his career destroyed. Even worse, Cameron has good reason to believe?","Buy It Now","April 16, 2018","Inventors, creators and sellers of new products have just 90 seconds to demonstrate their item before an audience of buyers in the hope of securing an order for their product. Hosted by Brian Conley.","Cities: Nature's New Wild","December 30, 2018","Discover the remarkable ways animals of all shapes and sizes are adapting to make the most of opportunities in the newest and fastest changing habitat on the planet - our cities.","Alex, Inc.","March 28, 2018","A brilliant radio journalist, husband, and father of two is about to do something crazy ? quit his job and start his own company. He quickly discovers it?s going to be a lot harder than he thought.","Reverie","May 30, 2018","A former detective specializing in human behavior is brought in when the launch of an advanced virtual reality program has dangerous and unintended consequences.","The New Adventures of Gigantor","January 25, 2018","New Tetsujin-28, also known as The New Adventures of Gigantor in the US, is the color modern style remake of Tetsujin 28-go. It was later adapted in 1993. Fred Ladd and the TMS animation studio converted the series?","The Fix","December 14, 2018","Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.","Spy School","January 6, 2018","Spy School is an action adventure game show in which contestants must take on challenges like assault courses and code breaking.","Negotiator","February 4, 2018","Dou Qiao is a genius negotiator who is the star of the US-China Business Council. Male lead Xie Xiaofei also works as a negotiator, but is actually the sole heir of a wealthy Chinese-American corporation who wants?","We use cookies to help give you a better experience on TMDb. You can review our","to learn more. By continuing to use TMDb, you are agreeing to this policy."
