"pages","aidmovie441282precedingsiblingtext1selftext","","","aidmovie603055precedingsiblingtext1selftext","","","aidmovie393624precedingsiblingtext1selftext","","","aidmovie474350precedingsiblingtext1selftext","","","aidmovie515741precedingsiblingtext1selftext","","","aidmovie492449precedingsiblingtext1selftext","","","aidmovie483096precedingsiblingtext1selftext","","","aidmovie553600precedingsiblingtext1selftext","","","aidmovie539892precedingsiblingtext1selftext","","","aidmovie537739precedingsiblingtext1selftext","","","aidmovie509853precedingsiblingtext1selftext","","","aidmovie482034precedingsiblingtext1selftext","","","aidmovie602703precedingsiblingtext1selftext","","","dividcookienoticep1textselftext","","aidmovie557940precedingsiblingtext1selftext","","","aidmovie517116precedingsiblingtext1selftext","","","aidmovie539651precedingsiblingtext1selftext","","","aidmovie540901precedingsiblingtext1selftext","","","aidmovie621999precedingsiblingtext1selftext","","","aidmovie472674precedingsiblingtext1selftext","","","aidmovie588351precedingsiblingtext1selftext","",""
"5.html","Night Hunter","September 6, 2019","A police task force traps an online predator, only to discover that the depth of his crimes goes far beyond anything they had anticipated.","Bennett's War","August 30, 2019","After surviving an IED explosion in combat overseas, a young soldier with the Army Motorcycle Unit is medically discharged with a broken back and leg. Against all odds he trains to make an impossible comeback as?","Official Secrets","August 30, 2019","The true story of British intelligence whistleblower Katharine Gun, who prior to the 2003 Iraq invasion leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security?","It: Chapter Two","September 6, 2019","27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.","Angel of Mine","August 30, 2019","A woman grieving over the death of her daughter loses grip of reality when she begins to think her girl may still be alive.","Killerman","August 30, 2019","Small-time money launderer Moe Diamond suffers from amnesia after a freak accident during a deal gone wrong.","Gags The Clown","September 3, 2019","It's been eight days since the clown first showed up in Green Bay, WI. Now, over the course of one night, four different groups of people cross paths with the clown everyone calls "Gags" and his true intentions?","Promare","September 17, 2019","Galo and the Burning Rescue Fire Department face off against BURNISH, a group of mutants who are able to control and wield flames, and the fire disaster they have unleashed on Earth.","Freaks","September 13, 2019","A bold girl discovers a bizarre, threatening, and mysterious new world beyond her front door after she escapes her father's protective and paranoid control.","Can You Keep a Secret?","September 13, 2019","Emma Corrigan, a girl with a few secrets on a turbulent plane ride, thinks she?s about to die, Emma spills them all to the handsome stranger sitting next to her. At least, she thought he was a stranger. But then?","The Fanatic","August 30, 2019","A rabid film fan stalks his favorite action hero and destroys the star's life.","Riot Girls","September 13, 2019","Set in a world where adults have mysteriously died and resources are scarce, Riot Girls tells the story of a teenage girl who is called to action when her brother is captured by rivals and set to be executed. Joined?","Rapid Response","September 6, 2019","Dr. Stephen Olvey and his team develop revolutionary procedures to make motor sports safer for the drivers.","We use cookies to help give you a better experience on TMDb. You can review our","to learn more. By continuing to use TMDb, you are agreeing to this policy.","My Boyfriend's Meds","August 30, 2019","A Woman's island getaway with her boyfriend is thrown for a loop when he forgets to take his prescription medications along.","Haunt","September 13, 2019","On Halloween, a group of friends encounter an "extreme" haunted house that promises to feed on their darkest fears. The night turns deadly as they come to the horrifying realization that some nightmares are real.","Don't Let Go","August 30, 2019","After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she?s a ghost or if he's going mad - but as it turns out, he's not. Instead, her calls?","Hustlers","September 13, 2019","Inspired by Jessica Pressler's "The Hustlers at Scores," which details a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.","Betrayal","September 5, 2019","The story of an illicit affair that unfolds in reverse?from the end of a marriage to the first forbidden spark. Starring Tom Hiddleston, Zawe Ashton and Charlie Cox making their Broadway debuts in a new production?","The Goldfinch","September 13, 2019","A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into?","Reality Queen!","September 7, 2019","A comedy asking the question: is heiress/socialite London Logo a marketing genius, or simply the accidental beneficiary of an ignorant American public?"
