"pages","sectionidmaincolumndiv1div1precedingsiblingspan1textselftext","","dividsharewindowsection1p1textselftext","","dividcookienoticep1textselftext",""
"53.html","as Chuck","1","By","for an account on TMDb, you can post directly to Twitter and Facebook.","We use cookies to help give you a better experience on TMDb. You can review our","to learn more. By continuing to use TMDb, you are agreeing to this policy."
