"pages","aidmovie521777precedingsiblingtext1selftext","","","aidmovie499701precedingsiblingtext1selftext","","","aidmovie511613precedingsiblingtext1selftext","","","aidmovie567609precedingsiblingtext1selftext","","","aidmovie480105precedingsiblingtext1selftext","","","aidmovie529862precedingsiblingtext1selftext","","","aidmovie506775precedingsiblingtext1selftext","","","aidmovie384018precedingsiblingtext1selftext","","","aidmovie405177precedingsiblingtext1selftext","","","aidmovie466272precedingsiblingtext1selftext","","","aidmovie456529precedingsiblingtext1selftext","","","dividcookienoticep1textselftext","","aidmovie487680precedingsiblingtext1selftext","","","aidmovie520016precedingsiblingtext1selftext","","","aidmovie454640precedingsiblingtext1selftext","","","aidmovie420818precedingsiblingtext1selftext","","","aidmovie534259precedingsiblingtext1selftext","","","aidmovie527776precedingsiblingtext1selftext","","","aidmovie608504precedingsiblingtext1selftext","","","aidmovie423204precedingsiblingtext1selftext","","","aidmovie508138precedingsiblingtext1selftext","",""
"6.html","Good Boys","August 16, 2019","A group of young boys on the cusp of becoming teenagers embark on an epic quest in the San Fernando Valley to fix their broken toy before their parents get home.","Dora and the Lost City of Gold","August 9, 2019","Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots ?","Becoming Burlesque","August 23, 2019","Fatima is a Toronto-born modern muslim girl raised in a family of mixed-cultures and mixed messages about what her role in the world is. She gets sucked into the empowering world of a sexy Burlesque cabaret, and?","Ready or Not","August 21, 2019","A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.","47 Meters Down: Uncaged","August 16, 2019","A group of backpackers diving in a ruined underwater city discover that they have stumbled into the territory of the ocean's deadliest shark species.","Brittany Runs a Marathon","August 23, 2019","A woman living in New York takes control of her life?one city block at a time.","Nekrotronic","August 23, 2019","A man discovers that he is part of a secret sect of magical beings who hunt down and destroy demons in the internet.","Fast & Furious Presents: Hobbs & Shaw","August 2, 2019","A spinoff of The Fate of the Furious, focusing on Johnson's US Diplomatic Security Agent Luke Hobbs forming an unlikely alliance with Statham's Deckard Shaw.","Where'd You Go, Bernadette","August 16, 2019","When architect-turned-recluse Bernadette Fox goes missing prior to a family trip to Antarctica, her 15-year-old daughter Bee goes on a quest with Bernadette's husband to find her.","Once Upon a Time in Hollywood","July 26, 2019","A faded television actor and his stunt double strive to achieve fame and success in the film industry during the final years of Hollywood's Golden Age in 1969 Los Angeles.","Jacob's Ladder","August 23, 2019","After losing his brother in combat, Jacob Singer returns home from Afghanistan -- only to be pulled into a mind-twisting state of paranoia. Singer soon realizes that his sibling is alive but life is not what it?","We use cookies to help give you a better experience on TMDb. You can review our","to learn more. By continuing to use TMDb, you are agreeing to this policy.","The Kitchen","August 9, 2019","An Irish mob story set in 1970s Hell's Kitchen. After the mobsters are sentenced to jail, their wives take their place ? and do as good of a job, if not better.","Driven","August 16, 2019","FBI informant Jim Hoffman lures troubled automobile magnate John DeLorean to an undercover sting for cocaine trafficking.","The Angry Birds Movie 2","August 14, 2019","Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered?","The Lion King","July 19, 2019","Simba idolises his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother?and former heir to the throne?has plans?","Blinded by the Light","August 14, 2019","In 1987, during the austere days of Thatcher?s Britain, a teenager learns to live life, understand his family, and find his own voice through the music of Bruce Springsteen.","Overcomer","August 23, 2019","After reluctantly agreeing to coach cross-country, high school basketball Coach John Harrison helps the least likely runner attempt the impossible in the biggest race of the year.","Fiddler: A Miracle of Miracles","July 18, 2019","The origin story behind one of Broadway's most beloved musicals, Fiddler on The Roof, and its creative roots in early 1960s New York, when "tradition" was on the wane as gender roles, sexuality, race relations and?","Angel Has Fallen","August 23, 2019","Secret Service Agent Mike Banning is framed for the attempted assassination of the President and must evade his own agency and the FBI as he tries to uncover the real threat.","Burn","August 23, 2019","Lonely, unstable gas station attendant Melinda is tired of being overshadowed by her more confident, outgoing co-worker Sheila. When the gas station is held up at gunpoint by Billy, a desperate man in need of quick?"
