"pages","dividtduid15d4fc612417d7div1div1div1div1p1textfollowingsiblingtext1selftext","","dividtduid15d4fc612417d7div1div1div1div1p1textselftext","","","spanidcnnoticetexttextselftext",""
"35.html","Tre i gruppi che probabilmente avanzeranno all?amministrazione comunale la propria candidatura. Due sono gi� usciti allo scoperto e fanno riferimento alla Fc Gela di Alessio Catania e Luigi Rivecchio, fresco vincitore del torneo di Terza categoria, e Cristian Paradiso, che ha gi� ottenuto l?affiliazione in Figc del Gela Calcio Srls.","Il terzo gruppo invece comprende l?imprenditore Maurizio Melfa, Emanuele Alabiso, Salvatore Spadaro ed un imprenditore non gelese.","Tra luned� e marted� il Comune di Gela emaner� un avviso pubblico per individuare il progetto di rilancio calcistico dopo la scomparsa del Gela Calcio. Nel frattempo � partita l?ennesima domanda alla Lnd Sicilia per chiedere l?ammissione nel torneo di Promozione, che non sar� la serie D o l?Eccellenza, ma rappresenta pur sempre un inizio. La decisione arriver� il 21 agosto, quando il presidente Santino Lo Presti torner� a riunire il proprio comitato direttivo.","Tre i gruppi che probabilmente avanzeranno all?amministrazione comunale la propria candidatura. Due sono gi� usciti allo scoperto e fanno riferimento alla Fc Gela di Alessio Catania e Luigi Rivecchio, fresco vincitore del torneo di Terza categoria, e Cristian Paradiso, che ha gi� ottenuto l?affiliazione in Figc del Gela Calcio Srls.","Il terzo gruppo invece comprende l?imprenditore Maurizio Melfa, Emanuele Alabiso, Salvatore Spadaro ed un imprenditore non gelese.","Utilizziamo cookie tecnici e di terze parti per ottimizzare la navigazione e analizzare il traffico all'interno del sito. Leggi come utilizziamo i cookie nella nostra",". La prosecuzione nella navigazione comporta l'accettazione dei cookie."
