"pages","dividphotoreportage01textfollowingsiblingtext1precedingsiblingprecedingsiblingdiv1text1selftext","","","","","","dividphotoreportage01textfollowingsiblingtext1followingsiblingtext1precedingsiblingdiv1p1textselftext","","","","","","","dividphotoreportage01div1followingsiblingtext1followingsiblingtext1precedingsiblingdiv1p1textselftext","","dividphotoreportage01textprecedingsiblingprecedingsiblingprecedingsiblingdiv1p1textselftext","","","",""
"23.html","Una lunga giornata di manifestazione per i lavoratori di Porto Canale","Un corteo si � mosso da viale La Playa sino alla sede del consiglio regionale","Ad andare in scena un sit-in di protesta","La richiesta � di riaprire la vertenza che vede a rischio centinaia di posti","A guidare la manifestazione le principali rappresentanze sindacali","Un'altra immagine dei lavoratori in protesta","Una lunga giornata di manifestazione per i lavoratori di Porto Canale","Un corteo si � mosso da viale La Playa sino alla sede del consiglio regionale","Ad andare in scena un sit-in di protesta","La richiesta � di riaprire la vertenza che vede a rischio centinaia di posti","A guidare la manifestazione le principali rappresentanze sindacali","Un'altra immagine dei lavoratori in protesta","Le foto sono di Massimiliano Paba","Una lunga giornata di manifestazione per i lavoratori di Porto Canale","Un corteo si � mosso da viale La Playa sino alla sede del consiglio regionale","Una lunga giornata di manifestazione per i lavoratori di Porto Canale","Un corteo si � mosso da viale La Playa sino alla sede del consiglio regionale","Ad andare in scena un sit-in di protesta","La richiesta � di riaprire la vertenza che vede a rischio centinaia di posti","A guidare la manifestazione le principali rappresentanze sindacali"
