"pages","dividcommentsectionprecedingsiblingfigure1precedingsiblingprecedingsiblingtext1selftext","","","","dividcommentsectiondiv1div1precedingsiblingprecedingsiblingtext1selftext","","","","","","","dividcommentsectionprecedingsiblingfigure1precedingsiblingprecedingsiblingtextselftext","","","dividcommentsectionprecedingsiblingprecedingsiblingp1textselftext","","dividcommentsectionul1div1precedingsiblingprecedingsiblingtextselftext","","","",""
"36.html","L'unit� della categoria e dialogo aperto con la Regione, il Governo e i produttori. L'appello ai pastori parte nuovamente da","Tramat","za","Il presidente Valentina Manca, allevatrice di Villamassargia, spiega che i pastori devono essere i protagonisti del loro tempo e non vogliono pi� delegare ad altri le sorti di un futuro sempre pi� incerto.","L'unit� della categoria e dialogo aperto con la Regione, il Governo e i produttori. L'appello ai pastori parte nuovamente da","Tramat","za","Il presidente Valentina Manca, allevatrice di Villamassargia, spiega che i pastori devono essere i protagonisti del loro tempo e non vogliono pi� delegare ad altri le sorti di un futuro sempre pi� incerto.","Gli allevatori (foto L'Unione Sarda - Sanna)","Lo ribadisce soprattutto dopo questi sei mesi di promesse non mantenute, mettendo in evidenza il dialogo e non le lotte di piazza che nei mesi scorsi hanno portato allo sversamento del latte sulle strade. Ha ribadito ai 200 pastori presenti la proposta della nuova associazione: un contratto triennale garantito dalle parti politiche che preveda la formazione del prezzo del latte ovicaprino utilizzando come base di calcolo il valore medio del costo di produzione (determinato da Ismea in 1,12 euro al litro Iva esclusa) e indicando quale parametro fisso, nella determinazione del suo costo di produzione, il valore della prestazione giornaliera dell'operatore della filiera e dei suoi collaboratori familiari, stabilendolo nella misura minima di 60 centesimi al litro.","All'incontro ha preso parte l'assessore regionale all'Agricoltura Gabriella Murgia che ha annunciato per luned� un tavolo a Cagliari.","L'unit� della categoria e dialogo aperto con la Regione, il Governo e i produttori. L'appello ai pastori parte nuovamente da","e a lanciarlo � l'associazione Pi� Sardegna.","Il presidente Valentina Manca, allevatrice di Villamassargia, spiega che i pastori devono essere i protagonisti del loro tempo e non vogliono pi� delegare ad altri le sorti di un futuro sempre pi� incerto.","L'unit� della categoria e dialogo aperto con la Regione, il Governo e i produttori. L'appello ai pastori parte nuovamente da","e a lanciarlo � l'associazione Pi� Sardegna.","L'unit� della categoria e dialogo aperto con la Regione, il Governo e i produttori. L'appello ai pastori parte nuovamente da","e a lanciarlo � l'associazione Pi� Sardegna.","Il presidente Valentina Manca, allevatrice di Villamassargia, spiega che i pastori devono essere i protagonisti del loro tempo e non vogliono pi� delegare ad altri le sorti di un futuro sempre pi� incerto.","Lo ribadisce soprattutto dopo questi sei mesi di promesse non mantenute, mettendo in evidenza il dialogo e non le lotte di piazza che nei mesi scorsi hanno portato allo sversamento del latte sulle strade. Ha ribadito ai 200 pastori presenti la proposta della nuova associazione: un contratto triennale garantito dalle parti politiche che preveda la formazione del prezzo del latte ovicaprino utilizzando come base di calcolo il valore medio del costo di produzione (determinato da Ismea in 1,12 euro al litro Iva esclusa) e indicando quale parametro fisso, nella determinazione del suo costo di produzione, il valore della prestazione giornaliera dell'operatore della filiera e dei suoi collaboratori familiari, stabilendolo nella misura minima di 60 centesimi al litro.","All'incontro ha preso parte l'assessore regionale all'Agricoltura Gabriella Murgia che ha annunciato per luned� un tavolo a Cagliari."
