"pages","dividcommentsectiondiv1precedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","","","","liidprintarticleli1precedingsiblingh61precedingsiblingtext1selftext","","dividcommentsectiondiv1precedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtextselftext","","","",""
"221.html","L'associazione "Pi� Sardegna" lancia un appello all'unit� dei pastori e convoca, per domani alle 10.30, un'assemblea generale a Tramatza, che vedr� la partecipazione dell'assessore regionale all'Agricoltura Gabriella Murgia.","All'ordine del giorno c'� una proposta di soluzione della vertenza: "Un","contratto triennale","Ci sar� l'assessore "perch� � l'unica di cui ci fidiamo, che fin dall'inizio ha dimostrato di stare dalla parte degli allevatori", spiega la presidente dell'associazione Valentina Manca.","Altra proposta � quella di unire gli sforzi dando vita a "un unico direttivo regionale che rappresenti l'intera categoria in modo compatto e unitario che porti avanti con forza questa idea".","la vertenza","Pastori, assemblea a Tramatza: allo studio la proposta di un contratto triennale","L'associazione "Pi� Sardegna" lancia un appello all'unit� dei pastori e convoca, per domani alle 10.30, un'assemblea generale a Tramatza, che vedr� la partecipazione dell'assessore regionale all'Agricoltura Gabriella Murgia.","All'ordine del giorno c'� una proposta di soluzione della vertenza: "Un","garantito dalle parti politiche che preveda, demandando alla libera contrattazione delle parti tutte le seguenti condizioni: la formazione del presso del litro di latte ovicaprino utilizzando come base di calcolo il valore medio del costo di produzione, determinato da Ismea in 1,12 euro al litro Iva esclusa, e indicando quale parametro fisso, nella determinazione del suo costo di produzione, il valore della prestazione giornaliera dell'operatore della filiera del latte e dei suoi collaboratori familiari, stabilendolo nella misura minima di 60 centesimi al litro".","Ci sar� l'assessore "perch� � l'unica di cui ci fidiamo, che fin dall'inizio ha dimostrato di stare dalla parte degli allevatori", spiega la presidente dell'associazione Valentina Manca.","Altra proposta � quella di unire gli sforzi dando vita a "un unico direttivo regionale che rappresenti l'intera categoria in modo compatto e unitario che porti avanti con forza questa idea"."
