"pages","dividcommentsectiondiv1precedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","","",""
"211.html","Emirates ricerca personale anche in Sardegna.","La compagnia aerea internazionale degli Emirati Arabi ha organizzato un cabin crew open day a Cagliari il 15 agosto (a partire dalla ore 9, sede ancora da scegliere) per selezionare assistenti di volo.","Tra i requisiti per essere assunti, avere almeno 21 anni, conoscere la lingua inglese, non avere tatuaggi in parti del corpo visibili ed essere alti ameno un metro e sessanta.","La societ� offre uno stipendio di circa duemila euro.","Altri open day sono previsti a Firenze, Torino (24 luglio), Milano (25 luglio), Roma (27 luglio), Catania (30 luglio), Palermo (17 agosto), Venezia (20 agosto), Bologna (22 agosto), Ancona (25 agosto) e Bari (27 agosto)."
