"pages","dividcommentsectionprecedingsiblingdiv1precedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","","","","liidprintarticleli1precedingsiblingh61precedingsiblingtext1selftext",""
"212.html","Un contributo di 100mila euro dal Comune per favorire lo sviluppo di nuove attivit� imprenditoriali e il sorgere di nuovi posti di lavoro.","Domani alle 18,30, nella sala consiliare del Comune di Sarroch, verr� presentato il bando "Ideas 2019", che prevede l'assegnazione di contributi a fondo perduto in regime "de minimis" con l'obiettivo di rafforzare le attivit� produttive esistenti e ad agevolare nuove attivit� imprenditoriali.","Le domande per partecipare al bando potranno essere presentate gi� da gioved� prossimo.","Massimiliano Salis, assessore alle Attivit� produttive, vede nel bando un'ottima opportunit� per i giovani del paese. "Dopo la grande partecipazione del bando del 2018, era doveroso continuare ad investire sulla nascita e sul rafforzamento delle attivit� produttive, affiancando anche la rinascita del Centro commerciale naturale - dice -, l'associazione dei commercianti sta ripartendo con uno spirito diverso, con l'obiettivo di sviluppare in primis una piattaforma mediatica capace di accogliere tutte le attivit� che vogliono inserirsi in dinamiche di mercato differenti".","Per Andrea Caschili, assessore allo Sviluppo e innovazione e alle Politiche agricole, � motivo di soddisfazione il fatto che per il secondo anno consecutivo il Comune sia riuscito a stanziare le somme in bilancio per riproporre il bando.","Finanziamenti","Il Comune di Sarroch stanzia 100mila euro per sostenere nuove imprese"
