"pages","dividcommentsectiondiv1precedingsiblingprecedingsiblingprecedingsiblingprecedingsiblingtext1selftext","","","","","","","","liidprintarticleli1precedingsiblingh61precedingsiblingtext1selftext",""
"19.html","Si avvicina la riapertura delle scuole, nuove spese per le famiglie italiane: cartelle, zaini, astucci, diari, quaderni e - soprattutto - libri. Il cui costo, secondo le associazioni dei consumatori, continua a crescere.","Secondo il Codacons, sul corredo scolastico i prezzi al dettaglio registrano un incremento medio del 2,5% rispetto al 2018. Le marche pi� richieste dai giovani - legate a squadre di calcio, cartoni animati, personaggi televisivi o bambole - hanno ritoccato al rialzo i listini.","Uno zaino di marca pu� costare fino a 140 euro, un astuccio griffato e attrezzato (con penna, matita, gomma e pennarelli) pu� arrivare a 40 euro. Incide anche il diario, che supera i 20 euro.","Le famiglie sborseranno all'incirca, per ogni studente, 533 euro per l'anno scolastico che sta per iniziare. E non finisce qui, perch� a questa somma vanno aggiunti i libri di testo, altra voce che incide, e non poco, sui portafogli degli italiani.","Rialzi anche su dizionari e testi scolastici, denuncia il Codacons, per una spesa complessiva che, tra corredo e libri, pu� raggiungere i 1.130 euro a studente.","Secondo l'Unione dei consumatori i rialzi sono pi� contenuti, anche se comunque superiori al tasso di inflazione generale. I rincari maggiori sono proprio per i libri scolastici, i cui prezzi salgono dell'1,7%, pi� del triplo dell'inflazione registrata dall'Istat (+0,5%).",""I rialzi - osserva il presidente dell'Unione Nazionale Consumatori Massimiliano Dona - non sono smisurati, ma non dobbiamo dimenticare che sono aumenti che si riferiscono ad un solo mese - da agosto a settembre - e che si tratta comunque di spese obbligate per le famiglie.","Per risparmiare, almeno sui libri, c'� sempre l'usato. Ma due ragazzi su tre si presentano a scuola con libri nuovi di zecca. Sia perch� non vogliono trovarsi appunti e sottolineature di altri, sia per il timore di andare a scuola con un'edizione vecchia.","prezzi al rialzo","Scuola ai blocchi di partenza: stangata da mille euro a studente"
