"pages","dividbox5bfd7d14891441de90dd4d03d0eebb8farticle1div1h31precedingsiblingtext1selftext","","dividboxda1433174f534e44bbe6ae749e983a36article1h31precedingsiblingtext1selftext","","dividbox529ba32898e14e7b808c39b117e94f44article1p1h31precedingsiblingtext1selftext","","","dividboxf55734ead43247198cf655323d9dc706article1p1h31precedingsiblingtext1selftext","","dividbox4855623b13c3404d932c107966eab7cearticle1h31precedingsiblingtext1selftext","","","dividboxfaa64ae0827845549d38ea9fd8d0a454article1h31precedingsiblingtext1selftext","","dividboxcda5b4e817a34ec7974ec4c0b07fa0dcarticle1p1h31precedingsiblingtext1selftext","","dividboxccef4b63548c422bb7c0366f76a8bf3aarticle1div1h31precedingsiblingtext1selftext","",""
"5.html","La musica","E la band foggiana dei Keplero rivoluziona il sistema rockettaro di Alberobello","La classifica Censis","L'Universit� di Foggia al secondo posto in Italia per strutture, servizi, internazionalizzazione, comunicazione","Il lutto","Giorgio Nebbia","Addio a Giorgio Nebbia, profeta dell'ambientalismo italiano: laureato honoris causa da UniFg e Unimolise","Realizzata dal CSV Foggia, con il sostegno della Fondazione dei Monti Uniti","C'� una Foggia che aiuta i pi� bisognosi, ecco la mappa della solidariet�","Il progetto si chiama SPIN (Sport per l'Inclusione)","Donatella Curtotti","UniFg dal volto umano: in campo per coinvolgere nello sport gli studenti disabili","Letteratura e impresa","Uno straordinario Lupo (lucano) in viaggio per l'Italia che fece l'impresa","Tra cultura e economia","UniFg, giovane e pure con una buona dote: da 3,5 milioni di euro","Almanacco dauno","La chiesa di Ges� e Maria di Foggia","Oggi, 4 Luglio 1521, Leone X istituisce il convento dei Frati Minori presso la Chiesa Ges� e Maria di Foggia"
