"pages","dividbox48d9c79edef2430783bed500897dcffdprecedingsiblingprecedingsiblingtitle1text1selftext","dividbox45f4c9b403c64c73ba8362ac4414adecprecedingsiblingdiv1h21precedingsiblingtextselftext","","dividboxb514454382b1467b85b949507977d99cprecedingsiblingdiv1h21precedingsiblingtext1selftext","",""
"16.html","Arresto Potenza, leghisti infuriati: "Ci siamo fidati di chi in Puglia ha imbarcato gente da peggiore Dc della prima repubblica" - Il Castello Edizioni e Il Mattino di Foggia","","","26/07/2019","Il caso Apricena e i maldipancia del Carroccio","Arresto Potenza, leghisti infuriati: "Ci siamo fidati di chi in Puglia ha imbarcato gente da peggiore Dc della prima repubblica""
"8.html","Raffiche di arresti da parte del "pattuglione anticrimine" dei Carabinieri, da Foggia a Trinitapoli - Il Castello Edizioni e Il Mattino di Foggia","27/07/2019","Raffiche di arresti da parte del "pattuglione anticrimine" dei Carabinieri, da Foggia a Trinitapoli","","",""
